smiles,score
CNC(O)(O)SC(CCl)(OC(C)Cl)C(N(S)NCl)C(F)(OCl)C(C)F,0.07050089573594073
CNSC(N)(N(S)C(N)(Cl)NCS)C(S)(OO)N(F)N(OS)SSN,0.0635716564011936
CC(F)C(NOCCl)(N(OC(N)(Cl)Cl)C(C)(F)OS)C(O)(S)NF,0.060962560135304836
CC(SF)C(SO)(C(N)N(N)C(F)F)N(N)OC(CCN)OCl,0.0578593643745794
CC(C)NC(Cl)(SCO)C(F)(SSNF)C(N)(CCCl)NCF,0.05727533429158499
CN(SCl)C(Cl)C(N)(N(C(F)N(F)Cl)C(S)(Cl)NF)C(C)(O)F,0.05623065416017727
CSNC(N)(SN(C(C)F)C(F)NN)C(C)(N(C)N)N(N)SS,0.055576635966901315
CON(C(F)(F)C(C)F)C(S)(N(CN)SF)C(O)(F)CNNN,0.05554694973525561
CC(O)C(N)C(C)(Cl)N(F)N(SC(CN)(NSS)SN)C(N)F,0.05304088329201227
NN(OC(Cl)(N(SF)SN(F)S)C(F)(Cl)C(N)(F)Cl)C(F)NS,0.05272680368340258
CN(N(S)NOO)N(C)C(NF)(N(F)S)C(SO)(SS)N(F)S,0.05203463133213275
NN(F)OC(SOO)(C(O)S)C(O)(NF)C(O)(Cl)C(OCl)SF,0.0519858901494577
COC(OS)(SC)C(C)(N)SC(F)(OC(S)Cl)N(S)CCCl,0.051124030862224785
NNN(CCCCl)N(SSO)N(C(F)(F)S)C(O)(F)C(Cl)Cl,0.05083047917848445
NC(F)(CF)N(SC(O)(Cl)CF)C(SCCl)SC(S)(Cl)SCl,0.04998419754532871
CNN(S)N(C(F)(Cl)C(C)S)C(N)(N(F)Cl)C(C)(Cl)N(O)F,0.0499698987701501
CCNC(CCOO)N(SOCCl)N(CN(Cl)OSS)ON,0.04991760704526306
CC(N)C(O)(NO)OCC(SCS)C(CO)(CF)SOON,0.04945530107418909
CSC(F)(F)C(CON(Cl)N(O)C(CF)(OF)OS)SSF,0.04944694567770973
OC(ON(SCl)C(F)F)OC(F)(NSF)C(O)C(F)NCF,0.04903134864666523
CSSOC(N)(SCSF)C(F)(SSO)C(SF)C(Cl)ON,0.04902503811364073
NC(SO)(N(O)Cl)C(OOF)(SCl)C(Cl)(OOF)C(Cl)CF,0.048813521205017946
CCOSC(N)(F)N(ON(O)N(S)ON(N)Cl)SN(O)CS,0.04841976876573605
COON(OC(OO)(OF)OC(F)N(N)Cl)N(N)N(Cl)OO,0.04817044100808111
NCC(F)(OF)C(F)(NO)C(N)(Cl)OC(F)(SF)SN(F)S,0.04801938401703426
CN(F)C(CO)(OC(C)(F)NF)SC(NS)N(S)SSCCl,0.04783753309184474
CC(C(Cl)CN)N(N(N)SOOS)C(S)(Cl)NSC(N)(O)S,0.047830606638193635
NN(Cl)N(OO)N(CSCF)C(O)(SSO)N(OCl)C(F)S,0.0477103699834849
COC(SN)(C(O)S)C(Cl)(CF)OC(N)(C(O)Cl)N(O)SN,0.04744118549050961
COC(OO)(C(SSC)C(F)N(F)N(F)SN)C(C)(Cl)CS,0.047408254475206475
CNCC(O)(ON)N(SNN)C(CS)(OSCl)C(N)(N)OS,0.047334809398272865
CSOCCN(Cl)N(C(C)C)C(Cl)(CF)C(O)C(O)(F)Cl,0.04731880592655985
CC(S)C(SOONCl)(SSF)C(F)(SCCl)C(N)(F)OCl,0.047165572629674024
CN(Cl)NC(N)(ONF)N(C(Cl)OC(S)C(N)Cl)C(N)(O)F,0.04695903737596314
CON(N)C(OC(F)SF)(SCl)C(OC(O)OS)N(N)NO,0.04659122634406556
CN(S)N(N(C(O)Cl)C(SCNCl)SOF)C(N)(NF)SS,0.04649836184308798
CC(C(Cl)N(F)C(NSCl)(SS)N(O)F)N(COSCl)SO,0.0464031759164159
CSC(OO)(C(NS)C(N)(Cl)NCF)N(CNO)SNSN,0.04633501229176087
NNC(NON)(N(CF)C(N)F)C(Cl)(CON(F)S)N(F)F,0.04630988717928285
CCC(F)(NC(Cl)(OO)N(N)C(C)OSS)N(NS)NOC,0.04588279936685687
CC(F)C(CS)(CC(C)(N)NCSCF)ON(C)C(F)F,0.04578610728054959
NSN(SO)N(O)NOC(F)(ONF)C(CS)(SS)N(O)S,0.04564779252892437
NC(SS)N(F)C(S)(SONOO)C(OCl)(C(F)Cl)N(N)O,0.04498481826186562
CNN(SS)C(CN)C(Cl)(SC)C(Cl)(CCO)N(F)OCl,0.044665087773540675
CC(Cl)N(C(F)Cl)C(S)(OSF)C(F)(CF)C(S)(Cl)CCl,0.0441528470588118
CC(S)C(O)(SS)C(F)(OCl)SSC(F)(F)C(Cl)(Cl)SN,0.04401794819344261
CN(O)N(NN)SC(NS)(SCCC(O)F)C(OF)OF,0.043928610107825686
CNC(F)(C(O)(OS)SOF)C(F)(CO)C(O)(S)CCO,0.04383134212915582
CC(C(S)(S)OSS)C(OCl)(SF)C(S)(CF)C(C)(F)S,0.04375006356560605
CC(F)(Cl)SC(NC(F)(Cl)NCl)(SS)N(Cl)C(N)(F)NN,0.043279578131611846
CN(N)C(N)(Cl)N(N(F)NN)N(C(S)N(S)Cl)C(F)(F)Cl,0.042532731299634655
CC(CS)C(S)SOC(Cl)(OS)OC(N)(N)COSOS,0.04248189573764108
COC(CCl)(SS)N(C(O)CO)C(CNN)(OF)OOF,0.042481781759770285
CNN(F)C(F)(N(O)Cl)C(O)(OCOCCl)C(F)OON,0.04228028698293848
CC(S)C(Cl)(Cl)C(O)(ON(CCl)ON)SC(N)(NCl)OF,0.042256461244031526
NN(OF)N(Cl)N(C(OSS)ON(Cl)Cl)C(F)(Cl)C(Cl)Cl,0.042088311205604634
CC(S)NC(F)(CONOS)C(N)(O)N(CCN)OCN,0.042086063064238746
CON(F)OC(F)(CS)C(Cl)(CC(S)(CN)OS)N(N)O,0.04195912540312333
CN(SC(SSN)(N(S)Cl)C(N)(CNO)NO)N(Cl)CCl,0.04189679337803292
CC(N)(SF)C(ON)(N(CN)NO)C(Cl)(OS)C(O)(O)Cl,0.041851879886868844
COC(N)(F)C(F)(C(F)(NO)OF)C(N)(O)N(N)CSN,0.04182820789825012
CCN(F)CC(F)(NS)C(C)(Cl)C(CCl)C(F)(S)CC,0.041609524866991265
OON(C(Cl)C(O)Cl)C(O)(F)OSC(Cl)N(Cl)SN(O)Cl,0.04130713316177588
CNCN(OF)OC(N)(C(S)NSN)C(F)(SF)C(N)F,0.041164544272446
CN(S)C(NSF)(N(NCl)SS)C(S)(OSCl)C(F)SCl,0.041160065433519584
CC(Cl)C(Cl)C(C)(C(F)Cl)N(F)N(OCl)N(N)C(C)O,0.04098411230329077
NC(SN(F)Cl)(C(Cl)OS)C(S)N(F)N(OSF)SNO,0.04083192831197887
CC(COOS)(C(N)(OCl)SN)C(Cl)(SNS)N(Cl)SO,0.040828965042741146
CN(OC(C)(ONS)N(ONOCS)C(F)NO)N(F)S,0.04052216530619645
ONN(S)N(ON(S)NNCl)C(C(F)NF)C(O)(Cl)NS,0.04044269603482917
CSN(N(S)C(S)(Cl)NO)C(Cl)(N(N)Cl)N(OOS)SO,0.04001111609192398
COC(F)(OOCN(CSF)N(Cl)OF)C(C)(O)NO,0.03984267443877991
CC(N)NSC(N(OCl)N(N)F)C(Cl)(NSCl)N(O)OS,0.03971427697659595
CCOOC(C)(N)C(O)(N(ON)OF)C(N)(OF)SC,0.039495405535671366
CN(Cl)N(F)CN(F)OSC(Cl)(Cl)N(OS)C(C)(Cl)Cl,0.03938844048323886
NOC(SSSCl)(N(Cl)C(F)(NS)OS)C(S)(OS)SCl,0.03935285001356211
CSN(C(CCCl)(NO)OC(O)F)C(Cl)(SCl)C(F)Cl,0.03920036053924147
CNC(CCSC(S)OF)C(F)(SN(O)SCl)N(Cl)Cl,0.0388120072745746
CC(F)(SCN(N)SO)N(SON(S)CF)N(F)CN,0.03874581628191224
CSC(CN)(CS)C(O)(Cl)C(Cl)(Cl)N(NN(F)F)SCl,0.03846296889699543
CN(C)N(F)SSC(C(S)CCl)C(C)(COCl)SSS,0.03842612287773573
CNSC(OC)(SOO)C(Cl)(OO)C(C)(Cl)COSC,0.038303655558265565
OCSN(C(O)(F)F)C(NS)(OC(F)(Cl)Cl)C(Cl)CS,0.038293978228533976
CON(N(F)C(CN)CCN)C(N)(S)N(OO)N(F)F,0.038254282205249006
COC(C)(C(N)(Cl)NCl)C(O)(COO)N(Cl)OC(Cl)Cl,0.03823934762933055
CSC(F)(Cl)NC(O)(Cl)N(CNCl)CN(C)CSSN,0.03815596746391142
CSC(Cl)(OF)C(F)(SC(S)SSS)N(CN)C(O)Cl,0.03782274984568113
